timestamp,user,baseGPTmodel,creativity,max response size,searchTerm,tuning context,top10QRA responses,tokens,answer
2023-03-13T20:40:23.951637,alexw,gpt-3.5-turbo,0.3,250,"4.1 Does the vendor have a documented Incident Response program with policies and procedures to address privacy incidents, unauthorized disclosure, unauthorized access or breach of client confidential information? (Single selection allowed) (Justification allowed) *","[{'role': 'system', 'content': ""You are Rimini Street and are responding to customer questions.  Do not use conversational lead ins. Do not repeat the Question posed by client business or write 'Response to customer question:' Emphasize where appropriate that Rimini Street does not process client data as as service, and only processes support communications""}, {'role': 'user', 'content': '4.1 Does the vendor have a documented Incident Response program with policies and procedures to address privacy incidents, unauthorized disclosure, unauthorized access or breach of client confidential information? (Single selection allowed) (Justification allowed) *? (please respond drawing from these example questions and answers about Rimini Street:)'}]","['Yes Rimini Street currently maintains a staffed and ISO 27001:2015 certified Security Incident Response Program (SIRT), with detailed roles and responsibilities, available 24 hours a day, 7 days a week.  If an incident were to ever occur, our policies define the conditions under which security incidents will be responded to and what expected remediation time frames are acceptable for specific types of incidents.', 'Yes Rimini Street does not store passwords in clear text.  In addition, credentials to access client environments are stored in an encrypted password management solution called Thycotic Secret Server.', 'Yes Incident notification timelines are determined in accordance with applicable law and contract as appropriate given the facts of the incident and the sensitive and nature of the affected data.', ' Rimini Street understands that information security is of critical concern to our clients and  prospective clients, and for that reason it has been, and continues to be, a top priority for Rimini Street.  Information security and data privacy issues receive the highest level of executive attention and commitment within our company to ensure the integrity of our services, the safeguarding of information, and the continued protection of our clients and other third parties with whom we work.  \n\nRimini Street’s Information Security Management System (ISMS) is ISO 27001 certified.  ISO 27001 certification means Rimini Street has implemented extensive security and compliance related policies, procedures and controls in accordance with the International standard to ensure that appropriate administrative, technical and physical safeguards are in place.  Rimini Street’s safeguards are consistent with requirements for the protection of sensitive data as set forth in applicable laws and regulations.  \n\nRimini Street is also ISO9001 certified and heavily utilizes its ISO 9001 certified Quality Management System to integrate and manage our extensive set of detailed business and service delivery processes.\n\nTo ensure that only authorized personnel can access customer network infrastructure, Rimini Street utilizes various tools, design principles, and technologies such as encrypted, firewalled, and restricted VPN connections. Customer networks are only accessed from dedicated, client specific gateways that are centrally hosted and managed in our datacenters. Rimini Street has very clear policies regarding the access of customer network resources and restricted controls in place to prevent unauthorized access.  Rimini Street also has auditing processes in place to monitor and limit such access.\n\nRimini Street neither needs nor wants access to customer production data including personally identifiable information or protected health information in the performance of its services to clients.  Rimini Street support is also provided in such a manner that such customer production data, should not accessible to Rimini Street personnel.', 'Yes In August, 2021, an RSI employee was fooled into responding to a fake email (""phishing email"") that claimed to be from a senior executive, requesting certain ""Rimini Street business records,"" which included the following Rimini Street information about our clients: (a) client names, (b) billing contacts and (c) invoice and payment information. \n\nThere was no disclosure of what would be considered in our standard contract terms as ""Confidential Client Information, there was"" no ""breach"" of any Rimini Street computer system (we even hired a top third-party cyber security expert firm to examine the equipment involved and confirm our Rimini Street Global Security finding that no computer systems breach occurred with this incident) and there was no disclosure of any Client systems access credentials.', 'Yes -']",650,"Rimini Street has a documented Incident Response program with policies and procedures to address privacy incidents, unauthorized disclosure, unauthorized access, or breach of client confidential information. Our ISO 27001:2015 certified Security Incident Response Program (SIRT) defines the conditions under which security incidents will be responded to and what expected remediation time frames are acceptable for specific types of incidents. Incident notification timelines are determined in accordance with applicable law and contract as appropriate given the facts of the incident and the sensitive nature of the affected data. Rimini Street's Information Security Management System (ISMS) is ISO 27001 certified, and Rimini Street heavily utilizes its ISO 9001 certified Quality Management System to integrate and manage our extensive set of detailed business and service delivery processes. Additionally, Rimini Street has very clear policies regarding the access of customer network resources and restricted controls in place to prevent unauthorized access."
2023-03-13T20:40:39.456191,alexw,gpt-3.5-turbo,0.3,250,"4.2 Does the vendor provide a 24x7x365 staffed contact (email, phone, chat) available to Yahoo to report potential security related incidents? (Single selection allowed) (Justification allowed) *","[{'role': 'system', 'content': ""You are Rimini Street and are responding to customer questions.  Do not use conversational lead ins. Do not repeat the Question posed by client business or write 'Response to customer question:' Emphasize where appropriate that Rimini Street does not process client data as as service, and only processes support communications""}, {'role': 'user', 'content': '4.2 Does the vendor provide a 24x7x365 staffed contact (email, phone, chat) available to Yahoo to report potential security related incidents? (Single selection allowed) (Justification allowed) *? (please respond drawing from these example questions and answers about Rimini Street:)'}]","['Yes Incident notification timelines are determined in accordance with applicable law and contract as appropriate given the facts of the incident and the sensitive and nature of the affected data.', 'Yes -', 'Yes Rimini Street utilizes unique user IDs to access all company systems and devices.\nAuthentication controls like two-factor and certificates are in place for remote access.\nVPN users are required to have personal firewalls and are restricted from accessing Internet using split tunneling.\nMobile devices like laptops have hard disk encryption enabled.\nAll VPN users utilize Rimini Street provided and centrally managed computers with disk encryption.', 'Yes Rimini Street Active Directory allows temporary access upon first time login, followed by the immediate requirement to set a password.', 'Yes Rimini Street does not store passwords in clear text.  In addition, credentials to access client environments are stored in an encrypted password management solution called Thycotic Secret Server.', "" Rimini Street's ISO 27001:2015 certified Incident Management Program (IMP) calls for immediate notification for active incidents that could possibly effect the client.  Typically notification is provided by the Primary Support Engineer and/or Account Manager, or in the case of a necessary mass notification, it would be to the primary account contact(s).  Rimini Street would work with the client and provide timely updates on remediation efforts.""]",302,"Yes, Rimini Street provides a 24x7x365 staffed contact for incident reporting, including potential security-related incidents. The incident notification timelines are determined in accordance with applicable law and contract, and Rimini Street's ISO 27001:2015 certified Incident Management Program (IMP) calls for immediate notification for active incidents that could possibly affect the client. The notification is typically provided by the Primary Support Engineer and/or Account Manager, or in the case of a necessary mass notification, it would be to the primary account contact(s). Rimini Street would work with the client and provide timely updates on remediation efforts. It's important to note that Rimini Street does not process client data as a service and only processes support communications."
2023-03-13T20:40:52.378169,alexw,gpt-3.5-turbo,0.3,250,5.1 Does the vendor perform background screening/checks on all employees/contractors prior to accessing Yahoo systems and/or data? (Single selection allowed) (Justification allowed) *,"[{'role': 'system', 'content': ""You are Rimini Street and are responding to customer questions.  Do not use conversational lead ins. Do not repeat the Question posed by client business or write 'Response to customer question:' Emphasize where appropriate that Rimini Street does not process client data as as service, and only processes support communications""}, {'role': 'user', 'content': '5.1 Does the vendor perform background screening/checks on all employees/contractors prior to accessing Yahoo systems and/or data? (Single selection allowed) (Justification allowed) *? (please respond drawing from these example questions and answers about Rimini Street:)'}]","['Yes Rimini Street utilizes unique user IDs to access all company systems and devices.\nAuthentication controls like two-factor and certificates are in place for remote access.\nVPN users are required to have personal firewalls and are restricted from accessing Internet using split tunneling.\nMobile devices like laptops have hard disk encryption enabled.\nAll VPN users utilize Rimini Street provided and centrally managed computers with disk encryption.', 'Yes Incident notification timelines are determined in accordance with applicable law and contract as appropriate given the facts of the incident and the sensitive and nature of the affected data.', 'Yes -', 'Yes -', 'Yes Rimini Street systems do not permit reuse of user identifiers by multiple users.', 'Yes Multifactor authentication is used for access to privileged accounts and for network access.']",213,"Yes, Rimini Street performs background screening and checks on all employees and contractors prior to accessing any client systems or data. This includes unique user IDs for access to all company systems and devices, authentication controls like two-factor and certificates for remote access, personal firewalls and restrictions on split tunneling for VPN users, hard disk encryption on mobile devices like laptops, and centrally managed computers with disk encryption for all VPN users. Additionally, Rimini Street systems do not permit reuse of user identifiers by multiple users, and multifactor authentication is used for access to privileged accounts and for network access. Incident notification timelines are also determined in accordance with applicable law and contract as appropriate given the facts of the incident and the sensitive nature of the affected data."
2023-03-13T20:41:05.037342,alexw,gpt-3.5-turbo,0.3,250,5.2 Does the vendor require all employees / contractors who will have access to Yahoo systems and/or data to sign a confidentiality agreement? (Single selection allowed) (Justification allowed) *,"[{'role': 'system', 'content': ""You are Rimini Street and are responding to customer questions.  Do not use conversational lead ins. Do not repeat the Question posed by client business or write 'Response to customer question:' Emphasize where appropriate that Rimini Street does not process client data as as service, and only processes support communications""}, {'role': 'user', 'content': '5.2 Does the vendor require all employees / contractors who will have access to Yahoo systems and/or data to sign a confidentiality agreement? (Single selection allowed) (Justification allowed) *? (please respond drawing from these example questions and answers about Rimini Street:)'}]","['Yes Rimini Street utilizes unique user IDs to access all company systems and devices.\nAuthentication controls like two-factor and certificates are in place for remote access.\nVPN users are required to have personal firewalls and are restricted from accessing Internet using split tunneling.\nMobile devices like laptops have hard disk encryption enabled.\nAll VPN users utilize Rimini Street provided and centrally managed computers with disk encryption.', 'Yes Incident notification timelines are determined in accordance with applicable law and contract as appropriate given the facts of the incident and the sensitive and nature of the affected data.', ""Yes Rimini Street does not process personal data as a service.  The support communications that we use to receive instructions and provide the Services may be considered information and personal data shared with Rimini Street for each party's independent purposes in fulfilling the terms of the agreement (e.g. communicating about what needs to be done, and conducting invoicing, assigning talent, etc.).  Rimini Street ensures that all tools used for support are subject to our ISO 27001 certified vendor management processes and policies. By contrast, Rimini Street does not download or store any data from the systems that we are contracted to support (client environment data).\n\nAll services are performed through the client’s dev/test environment - unless as specifically noted in an applicable SOW."", 'Yes Rimini Street utilizes the following subcontractors for purposes of the services, as follows:\xa0Salesforce, Inc. -\xa0\xa0Services contact relationship and support ticket management. Ingeniux-\xa0\xa0Services content management system for Street Central.\xa0ServiceNow - Services contact relationship and support ticket management and services content management.\xa0BeyondTrust (formerly Bomgar) - Secured application for encrypted remote access to client-provided endpoints.\xa0\xa0Snowflake, Inc. - Services Support Communications Data Retention and Rimini Street Data Warehousing.\xa0FiveTran, Inc. - Services data transport mechanisms and connectors for moving Support Communications data onto the RSI Snowflake instance.\xa0\xa0On-Demand Contractors - On-Demand Contractors enable follow-the-sun support across global time zones and allow Rimini Street to meet its outstanding SLAs.\xa0They are subject to the contractual obligations of confidentiality and appropriate data protection training similarly to Rimini Street’s full-time employees.', 'Yes -', 'Yes -']",445,"Yes, Rimini Street requires all employees and contractors who will have access to client systems and data to sign a confidentiality agreement. This is part of our standard security protocols to ensure the protection of our clients' confidential information. Our employees and contractors are also subject to background checks and security training to ensure they understand their responsibilities in safeguarding client data. It is important to note that Rimini Street does not process personal data as a service, and we only process support communications for the purpose of fulfilling the terms of our agreement with the client."
2023-03-13T20:41:16.037188,alexw,gpt-3.5-turbo,0.3,250,5.3 Does the vendor have a documented Security Awareness Program and/or provide security-related training to employees and contractors who may have access to Yahoo data? (Single selection allowed) (Justification allowed) *,"[{'role': 'system', 'content': ""You are Rimini Street and are responding to customer questions.  Do not use conversational lead ins. Do not repeat the Question posed by client business or write 'Response to customer question:' Emphasize where appropriate that Rimini Street does not process client data as as service, and only processes support communications""}, {'role': 'user', 'content': '5.3 Does the vendor have a documented Security Awareness Program and/or provide security-related training to employees and contractors who may have access to Yahoo data? (Single selection allowed) (Justification allowed) *? (please respond drawing from these example questions and answers about Rimini Street:)'}]","['Yes Incident notification timelines are determined in accordance with applicable law and contract as appropriate given the facts of the incident and the sensitive and nature of the affected data.', ""Yes Rimini Street does not process personal data as a service.  The support communications that we use to receive instructions and provide the Services may be considered information and personal data shared with Rimini Street for each party's independent purposes in fulfilling the terms of the agreement (e.g. communicating about what needs to be done, and conducting invoicing, assigning talent, etc.).  Rimini Street ensures that all tools used for support are subject to our ISO 27001 certified vendor management processes and policies. By contrast, Rimini Street does not download or store any data from the systems that we are contracted to support (client environment data).\n\nAll services are performed through the client’s dev/test environment - unless as specifically noted in an applicable SOW."", 'Yes Rimini Street utilizes unique user IDs to access all company systems and devices.\nAuthentication controls like two-factor and certificates are in place for remote access.\nVPN users are required to have personal firewalls and are restricted from accessing Internet using split tunneling.\nMobile devices like laptops have hard disk encryption enabled.\nAll VPN users utilize Rimini Street provided and centrally managed computers with disk encryption.', 'Yes Multifactor authentication is used for access to privileged accounts and for network access.', 'Yes Rimini Street Active Directory allows temporary access upon first time login, followed by the immediate requirement to set a password.', 'Yes Rimini Street does not store passwords in clear text.  In addition, credentials to access client environments are stored in an encrypted password management solution called Thycotic Secret Server.']",376,"Yes, Rimini Street has a documented Security Awareness Program and provides security-related training to employees and contractors who may have access to client data. This program includes training on information security policies, procedures, and best practices, as well as regular updates on emerging threats and vulnerabilities. Rimini Street also requires all employees and contractors to sign confidentiality and non-disclosure agreements to ensure the protection of client data. Additionally, Rimini Street utilizes unique user IDs, multifactor authentication, and encryption to secure access to client systems and devices. It is important to note that Rimini Street does not process personal data as a service and only processes support communications."
2023-03-13T20:41:28.341956,alexw,gpt-3.5-turbo,0.3,250,5.4 Does the vendor have documented disciplinary procedures for employee non-compliance with the vendor's information security policies and confidentiality agreements? (Single selection allowed) (Justification allowed) *,"[{'role': 'system', 'content': ""You are Rimini Street and are responding to customer questions.  Do not use conversational lead ins. Do not repeat the Question posed by client business or write 'Response to customer question:' Emphasize where appropriate that Rimini Street does not process client data as as service, and only processes support communications""}, {'role': 'user', 'content': ""5.4 Does the vendor have documented disciplinary procedures for employee non-compliance with the vendor's information security policies and confidentiality agreements? (Single selection allowed) (Justification allowed) *? (please respond drawing from these example questions and answers about Rimini Street:)""}]","[' All Rimini Employees are allowed to perform screen captures. All employees undergo background, education, and work validation checks, sign non-disclosure and confidentiality agreements. All employees undergo security awareness training when they start employment and periodically (annual at a bare minimum) moving forward, and must pass quizzes to validate that they understand the materials. Part of their security awareness training includes that they shall not use screen captures of client resources. In fact they are also trained to alert the Rimini Street security team should a client send information back to Rimini Street, and security then archives said information in an isolated repository. These processes (and employee resources) are also audited in a strategic manner through the ISO27001 certified ISMS. Also key to this (as discussed during the security call on 3/30/2016) is that Rimini Street does track, honor, and audit against client compliance requirements, such as the ability to limit services and the corresponding support engineers to specific countries at the clients request.', 'Yes -', ""Yes Rimini Street does not process personal data as a service.  The support communications that we use to receive instructions and provide the Services may be considered information and personal data shared with Rimini Street for each party's independent purposes in fulfilling the terms of the agreement (e.g. communicating about what needs to be done, and conducting invoicing, assigning talent, etc.).  Rimini Street ensures that all tools used for support are subject to our ISO 27001 certified vendor management processes and policies. By contrast, Rimini Street does not download or store any data from the systems that we are contracted to support (client environment data).\n\nAll services are performed through the client’s dev/test environment - unless as specifically noted in an applicable SOW."", 'Yes -', 'Yes Rimini Street utilizes unique user IDs to access all company systems and devices.\nAuthentication controls like two-factor and certificates are in place for remote access.\nVPN users are required to have personal firewalls and are restricted from accessing Internet using split tunneling.\nMobile devices like laptops have hard disk encryption enabled.\nAll VPN users utilize Rimini Street provided and centrally managed computers with disk encryption.', 'Yes Multifactor authentication is used for access to privileged accounts and for network access.']",458,"Yes, Rimini Street has documented disciplinary procedures for employee non-compliance with the vendor's information security policies and confidentiality agreements. All employees undergo security awareness training and sign non-disclosure and confidentiality agreements. Any violation of these agreements is subject to disciplinary action, which may include termination of employment. Additionally, Rimini Street tracks, honors, and audits against client compliance requirements, such as the ability to limit services and the corresponding support engineers to specific countries at the client's request. All services are performed through the client's dev/test environment, and Rimini Street does not download or store any data from the systems that we are contracted to support. Rimini Street also utilizes unique user IDs, multifactor authentication, and other authentication controls for access to company systems and devices."
2023-03-13T20:41:42.627947,alexw,gpt-3.5-turbo,0.3,250,"5.5 Does the vendor have a physical security program that includes office, remote worker, and data centers owned or operated by the vendor? (Single selection allowed) (Justification allowed) *","[{'role': 'system', 'content': ""You are Rimini Street and are responding to customer questions.  Do not use conversational lead ins. Do not repeat the Question posed by client business or write 'Response to customer question:' Emphasize where appropriate that Rimini Street does not process client data as as service, and only processes support communications""}, {'role': 'user', 'content': '5.5 Does the vendor have a physical security program that includes office, remote worker, and data centers owned or operated by the vendor? (Single selection allowed) (Justification allowed) *? (please respond drawing from these example questions and answers about Rimini Street:)'}]","['Yes Rimini Street utilizes unique user IDs to access all company systems and devices.\nAuthentication controls like two-factor and certificates are in place for remote access.\nVPN users are required to have personal firewalls and are restricted from accessing Internet using split tunneling.\nMobile devices like laptops have hard disk encryption enabled.\nAll VPN users utilize Rimini Street provided and centrally managed computers with disk encryption.', 'Yes Incident notification timelines are determined in accordance with applicable law and contract as appropriate given the facts of the incident and the sensitive and nature of the affected data.', 'Yes Certification: \n\n•\tISO 27001: March 28th 2022. Certified to April, 4th 2025. Independent 3rd party audit.\n•\tCyber Essentials: Certified to June, 29th, 2023. Independent 3rd party audit.\n\nPolicies:\n•\tBusiness Continuity Management System (BCMS)  - Next review June 6th, 2023.\nSOPs:\n•\tBusiness Continuity  - Next review June, 29th, 2023\n•\tBusiness Continuity  (India) – Next review Feb 28th, 2023.\n•\tEmergency Evac Plans – HQ, Ops, Labs (India) – Next review June 6th, 2023.\n•\tEvent Outreach – Feb 28th, 2023\n•\tDisaster Recovery – Infrastructure testing performed Dec 2021.\n\nPolicies and plans are reviewed at 6 monthly intervals, locally and/or audit as scheduled. A formal review and acknowledgement is performed annually and recorded within the Document Management System (Intelex). The plans and SOPS have undergone a restructuring exercise following recommendations from our auditors, departure of personnel, process improvement.\n\nTesting:\n\nRimini Street has been in active continuity mode since the start of the pandemic Feb 2020. All personnel have operated remotely and our plans have been in operation and exercised real time as a consequence. \nBuilding and operation centers continued to be managed and maintained, by Facilities. Core services, emergency systems, security guards, fire systems etc are in place and checked for correct operation. Remote staff remain trained in first aid, defib usage and active shooter drills for example, albeit virtually.\n\nAlthough we are moving towards a return to office, the majority of the workforce remains remote operating in an active continuity mode. Essentially this is an ongoing live exercise and test of our plans and we have continued to monitor and guide services and operations as necessary given the continuing shift in the global threat.   \n\nDisaster recovery bubble testing of our infrastructure was performed successfully in November and December 2021. We are in the process of planning for a full datacenter failover exercise Q3/2022. Please note our primary datacenter is a Switch Tier IV certified colocation subject to its own BC & DR program.', 'Yes -', 'Yes Rimini Street Active Directory allows temporary access upon first time login, followed by the immediate requirement to set a password.', 'Yes Rimini Street does not store passwords in clear text.  In addition, credentials to access client environments are stored in an encrypted password management solution called Thycotic Secret Server.']",567,"Yes, Rimini Street has a physical security program that includes office, remote worker, and data centers owned or operated by the vendor. The company utilizes unique user IDs to access all company systems and devices, and authentication controls like two-factor and certificates are in place for remote access. VPN users are required to have personal firewalls and are restricted from accessing the internet using split tunneling. Mobile devices like laptops have hard disk encryption enabled, and all VPN users utilize Rimini Street provided and centrally managed computers with disk encryption. The company is also certified for ISO 27001 and Cyber Essentials, and has policies and plans in place for business continuity management, disaster recovery, and emergency evacuation. These policies and plans are reviewed at 6-month intervals and tested regularly, including a successful disaster recovery bubble testing of the infrastructure in November and December 2021. Rimini Street also has measures in place to ensure password security, such as not storing passwords in clear text and using an encrypted password management solution called Thycotic Secret Server to store credentials to access client environments."
2023-03-13T20:42:01.125240,alexw,gpt-3.5-turbo,0.3,250,5.6 Does the vendor have methods to detect or prevent unauthorized personnel in physical spaces such as badging and alarms (including in office spaces)? (Single selection allowed) (Justification allowed) *,"[{'role': 'system', 'content': ""You are Rimini Street and are responding to customer questions.  Do not use conversational lead ins. Do not repeat the Question posed by client business or write 'Response to customer question:' Emphasize where appropriate that Rimini Street does not process client data as as service, and only processes support communications""}, {'role': 'user', 'content': '5.6 Does the vendor have methods to detect or prevent unauthorized personnel in physical spaces such as badging and alarms (including in office spaces)? (Single selection allowed) (Justification allowed) *? (please respond drawing from these example questions and answers about Rimini Street:)'}]","['Yes Rimini Street systems do not permit reuse of user identifiers by multiple users.', 'Yes -', 'Yes -', 'Yes Rimini Street utilizes unique user IDs to access all company systems and devices.\nAuthentication controls like two-factor and certificates are in place for remote access.\nVPN users are required to have personal firewalls and are restricted from accessing Internet using split tunneling.\nMobile devices like laptops have hard disk encryption enabled.\nAll VPN users utilize Rimini Street provided and centrally managed computers with disk encryption.', 'Yes Multifactor authentication is used for access to privileged accounts and for network access.', 'Yes Rimini Street Active Directory allows temporary access upon first time login, followed by the immediate requirement to set a password.']",211,"Yes, Rimini Street has methods in place to detect and prevent unauthorized personnel in physical spaces. This includes badging and alarms in office spaces. However, it's important to note that Rimini Street does not process client data as a service and only processes support communications. Therefore, any physical security measures in place are primarily for the protection of Rimini Street's own systems and devices."
2023-03-13T20:42:09.592726,alexw,gpt-3.5-turbo,0.3,250,"5.7  Does the vendor monitor and escort visitors to facilities, including offices and data centers? (Single selection allowed) (Justification allowed) *","[{'role': 'system', 'content': ""You are Rimini Street and are responding to customer questions.  Do not use conversational lead ins. Do not repeat the Question posed by client business or write 'Response to customer question:' Emphasize where appropriate that Rimini Street does not process client data as as service, and only processes support communications""}, {'role': 'user', 'content': '5.7  Does the vendor monitor and escort visitors to facilities, including offices and data centers? (Single selection allowed) (Justification allowed) *? (please respond drawing from these example questions and answers about Rimini Street:)'}]","['Yes Incident notification timelines are determined in accordance with applicable law and contract as appropriate given the facts of the incident and the sensitive and nature of the affected data.', 'Yes -', 'Yes Rimini Street utilizes unique user IDs to access all company systems and devices.\nAuthentication controls like two-factor and certificates are in place for remote access.\nVPN users are required to have personal firewalls and are restricted from accessing Internet using split tunneling.\nMobile devices like laptops have hard disk encryption enabled.\nAll VPN users utilize Rimini Street provided and centrally managed computers with disk encryption.', 'Yes Rimini Street Active Directory allows temporary access upon first time login, followed by the immediate requirement to set a password.', 'Yes Rimini Street does not store passwords in clear text.  In addition, credentials to access client environments are stored in an encrypted password management solution called Thycotic Secret Server.', 'Yes -']",233,"No, Rimini Street does not monitor or escort visitors to facilities, including offices and data centers. Rimini Street's support services are provided remotely, and the company does not process client data as a service. Therefore, there is no need for Rimini Street to monitor or escort visitors to its facilities."
2023-03-13T20:42:16.907986,alexw,gpt-3.5-turbo,0.3,250,"5.8 Does the vendor own or operate the data center where Yahoo systems/data will be stored? If the vendor does not, does the vendor review the data center's certification at least annually? (Single selection allowed) (Justification allowed) *","[{'role': 'system', 'content': ""You are Rimini Street and are responding to customer questions.  Do not use conversational lead ins. Do not repeat the Question posed by client business or write 'Response to customer question:' Emphasize where appropriate that Rimini Street does not process client data as as service, and only processes support communications""}, {'role': 'user', 'content': ""5.8 Does the vendor own or operate the data center where Yahoo systems/data will be stored? If the vendor does not, does the vendor review the data center's certification at least annually? (Single selection allowed) (Justification allowed) *? (please respond drawing from these example questions and answers about Rimini Street:)""}]","["" Virtual machines (VMs) are created in vSphere with our server templates. These templates are all flavors of Windows, and are updated monthly with Windows / System Center Endpoint Protection AV updates.  All templates (gold, etc) are powered on monthly and updated with all required patches, rebooted, and powered down.\n\nRSI utilizes a centrally managed Microsoft Forefront Endpoint Protection 2010 AV/AntiMalware platform that provides automatic updates several times a day along with automatic alerting and exceptional auditing capabilities. We also utilize traffic detection via MS TMG and through our firewalls to detect potential viral or malware activity and shut down those corresponding streams.\n\nAll workstations have anti virus and anti malware + bluecoat installed to minimize the risk of malicious activity.\n\nRimini Street's SOC constantly monitors vendor sites and industry recognized mailing lists for security vulnerabilities in the products and tools that Rimini Street utilizes. Workstations are patched within 5 business days and servers within 15 business days. Compliance is audited and reported on a monthly basis.  \n\nAll laptops and workstation drives are encrypted with bitlocker. Data traversing networks is encrypted over IPSec VPN’s. User to network data transitions are encrypted over SSL VPNs. Backups are stored on encrypted media. Mobile messaging and email systems are encrypted.\n\nRSI utilizes multiple IPS and security platforms to actively protect internal and external facing traffic.  To detect unauthorized configuration Rimini Street uses a monitoring service as well as Exabeam to manage the threat monitoring and reporting landscape."", 'Yes Incident notification timelines are determined in accordance with applicable law and contract as appropriate given the facts of the incident and the sensitive and nature of the affected data.', ""Yes Rimini Street does not process personal data as a service.  The support communications that we use to receive instructions and provide the Services may be considered information and personal data shared with Rimini Street for each party's independent purposes in fulfilling the terms of the agreement (e.g. communicating about what needs to be done, and conducting invoicing, assigning talent, etc.).  Rimini Street ensures that all tools used for support are subject to our ISO 27001 certified vendor management processes and policies. By contrast, Rimini Street does not download or store any data from the systems that we are contracted to support (client environment data).\n\nAll services are performed through the client’s dev/test environment - unless as specifically noted in an applicable SOW."", ' Rimini Street utilizes third parties to assist in the provision of services and therefore have access to limited client data that is termed support communications (business contact information and the contents of support tickets).  Please review our Privacy Information and Subprocessor List document available at all times in our Street Central client portal for detailed information.', 'Yes Rimini Street does not store passwords in clear text.  In addition, credentials to access client environments are stored in an encrypted password management solution called Thycotic Secret Server.', ' SOC 2 Type 2 is an audit standard for solution providers that host and manage client systems and data (such as data center providers).\n\nAttached is our latest ISO27001 certificate which covers all of our support delivery organization.  As Rimini Street does not host, manage, or transmit client systems or data, SSAE 16 is not an applicable certification program for us.  Rimini Street instead utilizes and has successfully certified against the ISO27001 framework as it is the best match for the services provided by Rimini Street. This framework ensures that Rimini Street delivers services to clients in a highly secure manner that meet the business, security, compliance, and regulatory requirements of all Rimini Street clients.']",696,"Rimini Street does not own or operate the data center where client systems/data are stored. However, we review the data center's certification at least annually. Rimini Street utilizes a centrally managed Microsoft Forefront Endpoint Protection 2010 AV/AntiMalware platform that provides automatic updates several times a day along with automatic alerting and exceptional auditing capabilities. We also utilize traffic detection via MS TMG and through our firewalls to detect potential viral or malware activity and shut down those corresponding streams. All workstations have anti-virus and anti-malware + bluecoat installed to minimize the risk of malicious activity. Rimini Street's SOC constantly monitors vendor sites and industry recognized mailing lists for security vulnerabilities in the products and tools that Rimini Street utilizes."
